lr-AdamW,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1
2e-05,0,,,,,,,
,3011,3.0292270183563232,0.2990700763865825,0.2106867911513176,0,,,
,3011,,,,0,3.0974409580230713,0.16326996513365433,0.10296900139076491
2e-05,3012,,,,,,,
,6023,2.8187482357025146,0.3708070408502159,0.27812757097068924,1,,,
,6023,,,,1,2.9374215602874756,0.3084841441142288,0.2045185838148822
2e-05,6024,,,,,,,
,9035,2.5453641414642334,0.40900033211557624,0.3175692016944134,2,,,
,9035,,,,2,2.6861493587493896,0.37394155736344015,0.2539140307402742
2e-05,9036,,,,,,,
,12047,2.32363224029541,0.43191630687479243,0.3404407056221855,3,,,
,12047,,,,3,2.4335360527038574,0.40870413415241574,0.28256315358744166
2e-05,12048,,,,,,,
,15059,2.1652746200561523,0.4511790102955829,0.3623463664643958,4,,,
,15059,,,,4,2.2457830905914307,0.43302756101610496,0.30368457091927664
2e-05,15060,,,,,,,
,18071,2.0542895793914795,0.46761873131849885,0.3836930660811215,5,,,
,18071,,,,5,2.1087493896484375,0.45261912668105597,0.32207020721566065
2e-05,18072,,,,,,,
,21083,1.972267508506775,0.48156758551976087,0.4030565663591649,6,,,
,21083,,,,6,2.0147619247436523,0.4639921965797775,0.3322734017724051
2e-05,21084,,,,,,,
,24095,1.912844181060791,0.49053470607771504,0.4167993365815099,7,,,
,24095,,,,7,1.9423781633377075,0.4761539100116221,0.3435739664869058
2e-05,24096,,,,,,,
,27107,1.8660882711410522,0.49983394221188976,0.4301348018147648,8,,,
,27107,,,,8,1.8857313394546509,0.4881495932259671,0.3541772082008607
2e-05,27108,,,,,,,
,30119,1.8276511430740356,0.5088010627698439,0.4412882455266968,9,,,
,30119,,,,9,1.8445369005203247,0.49566246056782337,0.36099258588579086
2e-05,30120,,,,,,,
,33131,1.797066330909729,0.5154433742942544,0.4483870856111729,10,,,
,33131,,,,10,1.8030837774276733,0.5045035696496762,0.3691001137353805
2e-05,33132,,,,,,,
,36143,1.7700132131576538,0.5220856858186649,0.4679973511851017,11,,,
,36143,,,,11,1.774802803993225,0.5077411588909182,0.3729346383358978
2e-05,36144,,,,,,,
,39155,1.7497690916061401,0.5244104948522086,0.4591981400647814,12,,,
,39155,,,,12,1.7525275945663452,0.5149012120205877,0.3784758809199945
2e-05,39156,,,,,,,
,42167,1.7308168411254883,0.5239123214878778,0.4610629553173656,13,,,
,42167,,,,13,1.7276033163070679,0.5192387514527644,0.3835927916916864
2e-05,42168,,,,,,,
,45179,1.7121680974960327,0.533543673198273,0.4815021848672303,14,,,
,45179,,,,14,1.7053477764129639,0.5235555371077536,0.387392075512139
2e-05,45180,,,,,,,
,48191,1.6975826025009155,0.5375290601129193,0.48100185963754694,15,,,
,48191,,,,15,1.6889301538467407,0.5275817698821186,0.3908256825976116
2e-05,48192,,,,,,,
,51203,1.6835376024246216,0.5391896379940219,0.48006054992585573,16,,,
,51203,,,,16,1.6716599464416504,0.5309438817864851,0.39527344100415035
2e-05,51204,,,,,,,
,54215,1.6741117238998413,0.5418465626037862,0.49555357355462837,17,,,
,54215,,,,17,1.6561391353607178,0.5353436825502241,0.3991625241649562
2e-05,54216,,,,,,,
,57227,1.6622858047485352,0.5446695450016605,0.49927541239880985,18,,,
,57227,,,,18,1.6433204412460327,0.5367134318445957,0.40053768419147606
2e-05,57228,,,,,,,
,60239,1.6517146825790405,0.5459980073065427,0.5013856964103673,19,,,
,60239,,,,19,1.632636308670044,0.5407189108417731,0.40476815355880263
2e-05,60240,,,,,,,
,63251,1.6444671154022217,0.5464961806708735,0.5022843096837506,20,,,
,63251,,,,20,1.6224236488342285,0.5433546405445792,0.4056249487054615
2e-05,63252,,,,,,,
,66263,1.6345735788345337,0.5503155097974095,0.5071194425268898,21,,,
,66263,,,,21,1.6060961484909058,0.5471733355470696,0.4115725538570706
2e-05,66264,,,,,,,
,69275,1.6271363496780396,0.5514779143141814,0.5094769404661226,22,,,
,69275,,,,22,1.6004588603973389,0.5487091150589407,0.41155138292445415
2e-05,69276,,,,,,,
,72287,1.6224572658538818,0.5519760876785121,0.5095117370287251,23,,,
,72287,,,,23,1.590102195739746,0.5492902208201893,0.4127346641803717
2e-05,72288,,,,,,,
,75299,1.6164982318878174,0.5523082032547326,0.5105126706276572,24,,,
,75299,,,,24,1.5822980403900146,0.5525070562842437,0.4160695793747666
2e-05,75300,,,,,,,
,78311,1.6122190952301025,0.5536366655596148,0.5137763451900045,25,,,
,78311,,,,25,1.5734905004501343,0.5557653993026731,0.41897497998936484
2e-05,78312,,,,,,,
,81323,1.6056678295135498,0.5567917635337097,0.515908476636163,26,,,
,81323,,,,26,1.5665266513824463,0.5548937406608002,0.41861302251787535
2e-05,81324,,,,,,,
,84335,1.6000412702560425,0.557622052474261,0.5187601356952912,27,,,
,84335,,,,27,1.5619893074035645,0.5563257512867342,0.41826241443980805
2e-05,84336,,,,,,,
,87347,1.595138669013977,0.5596147459315842,0.5246523856168498,28,,,
,87347,,,,28,1.5538356304168701,0.560393491615474,0.42442657269203293
2e-05,87348,,,,,,,
,90359,1.592353343963623,0.5626037861175689,0.527010480948907,29,,,
,90359,,,,29,1.5472304821014404,0.5613066578117217,0.4243851204455217
2e-05,90360,,,,,,,
,93371,1.588781476020813,0.56326801727001,0.5268287455587378,30,,,
,93371,,,,30,1.5425984859466553,0.562012286236095,0.42551570938059763
2e-05,93372,,,,,,,
,96383,1.5845369100570679,0.5631019594818997,0.5274836694687378,31,,,
,96383,,,,31,1.536409616470337,0.5619707786817201,0.42550842550896123
2e-05,96384,,,,,,,
,99395,1.5812952518463135,0.563932248422451,0.5271073474342726,32,,,
,99395,,,,32,1.5331004858016968,0.5651045990370247,0.42861217077261154
2e-05,99396,,,,,,,
,102407,1.5807427167892456,0.5642643639986715,0.5279061733292384,33,,,
,102407,,,,33,1.5315665006637573,0.5648347999335879,0.42803689121067734
2e-05,102408,,,,,,,
,105419,1.576151967048645,0.5652607107273331,0.5299863098768189,34,,,
,105419,,,,34,1.5234616994857788,0.5669101776523328,0.4294313173998211
2e-05,105420,,,,,,,
,108431,1.5734295845031738,0.564596479574892,0.5309293913581435,35,,,
,108431,,,,35,1.5191091299057007,0.5698572140129503,0.4331678900233388
