lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,lr-AdamW/pg4,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1
,,,,33131,,,,10,1.4006434679031372,0.5785322928773037,0.4428607604091481
2e-05,0.002,0.002,0.002,33132,,,,,,,
,,,,36143,2.1327219009399414,0.4656260378611757,0.45157098698296294,11,,,
,,,,36143,,,,11,1.3332648277282715,0.5944919475344512,0.46035995016617265
2e-05,0.002,0.002,0.002,36144,,,,,,,
,,,,39155,2.141867160797119,0.4576552640318831,0.44194639840574945,12,,,
,,,,39155,,,,12,1.2574483156204224,0.6185663290718911,0.48679306975108033
2.0000000000000003e-06,0.0002,0.0002,0.0002,39156,,,,,,,
,,,,42167,2.4468023777008057,0.47525738957157093,0.4676907808871391,13,,,
,,,,42167,,,,13,0.8439518809318542,0.7393740660800265,0.6229209824363022
2.0000000000000003e-06,0.0002,0.0002,0.0002,42168,,,,,,,
,,,,45179,2.5263383388519287,0.4744271006310196,0.4654588214363517,14,,,
,,,,45179,,,,14,0.7144734263420105,0.7765233272455587,0.6689300304392255
2.0000000000000003e-06,0.0002,0.0002,0.0002,45180,,,,,,,
,,,,48191,2.6437041759490967,0.4704417137163733,0.4635899707100873,15,,,
,,,,48191,,,,15,0.6445719599723816,0.7986053461730035,0.6985267620119823
2.0000000000000003e-06,0.0002,0.0002,0.0002,48192,,,,,,,
,,,,51203,2.752739667892456,0.4760876785121222,0.4693185622662641,16,,,
,,,,51203,,,,16,0.5962896943092346,0.8131537439814046,0.7167931783724916
2.0000000000000003e-06,0.0002,0.0002,0.0002,51204,,,,,,,
,,,,54215,2.864961862564087,0.47243440717369645,0.4633360415094622,17,,,
,,,,54215,,,,17,0.5582928657531738,0.8241532458907521,0.7318120322897891
2.0000000000000003e-06,0.0002,0.0002,0.0002,54216,,,,,,,
,,,,57227,2.904625415802002,0.4704417137163733,0.4616728922463875,18,,,
,,,,57227,,,,18,0.5207318663597107,0.8363772206541591,0.7490219947097809
2.0000000000000004e-07,2e-05,2e-05,2e-05,57228,,,,,,,
,,,,60239,3.046882152557373,0.4707738292925938,0.46054011721647,19,,,
,,,,60239,,,,19,0.4696551263332367,0.8542462228125519,0.7735859225028756
2.0000000000000004e-07,2e-05,2e-05,2e-05,60240,,,,,,,
,,,,63251,3.0921809673309326,0.4714380604450349,0.4615614034465653,20,,,
,,,,63251,,,,20,0.456027090549469,0.8579196413747302,0.7784381688148229
2.0000000000000004e-07,2e-05,2e-05,2e-05,63252,,,,,,,
,,,,66263,3.130661725997925,0.47160411823314513,0.4634319204210849,21,,,
,,,,66263,,,,21,0.44965678453445435,0.8592478831147269,0.781889410755187
2.0000000000000004e-07,2e-05,2e-05,2e-05,66264,,,,,,,
,,,,69275,3.1412975788116455,0.4740949850547991,0.4655062592555093,22,,,
,,,,69275,,,,22,0.4500649571418762,0.8573177818362943,0.7778203292266671
2.0000000000000004e-07,2e-05,2e-05,2e-05,69276,,,,,,,
,,,,72287,3.145096778869629,0.4709398870807041,0.46285677043382273,23,,,
,,,,72287,,,,23,0.44139719009399414,0.8623817034700315,0.7868000957563005
2.0000000000000004e-07,2e-05,2e-05,2e-05,72288,,,,,,,
,,,,75299,3.165044069290161,0.47177017602125537,0.4638774777180899,24,,,
,,,,75299,,,,24,0.4365822672843933,0.8642910509712768,0.7879466327792987
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,75300,,,,,,,
,,,,78311,3.1632630825042725,0.4707738292925938,0.46253748176973314,25,,,
,,,,78311,,,,25,0.4345231056213379,0.8652042171675245,0.78809709596687
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,78312,,,,,,,
,,,,81323,3.1711297035217285,0.47110594486881435,0.46273449128625505,26,,,
,,,,81323,,,,26,0.42922067642211914,0.865183463390337,0.7902181472259855
