lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,lr-AdamW/pg4,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1
,,,,51203,,,,16,0.005320479162037373,0.998609496928441,0.9976068720697645
2.0000000000000004e-07,2e-05,2e-05,2e-05,51204,,,,,,,
,,,,54215,0.5516971349716187,0.9114911989372302,0.9014759978556391,17,,,
,,,,54215,,,,17,0.005961828399449587,0.9982774364934418,0.9971593811025984
2.0000000000000004e-07,2e-05,2e-05,2e-05,54216,,,,,,,
,,,,57227,0.5531546473503113,0.9116572567253404,0.9019533022117926,18,,,
,,,,57227,,,,18,0.0051240152679383755,0.9987132658143782,0.997775458625533
2.0000000000000004e-07,2e-05,2e-05,2e-05,57228,,,,,,,
,,,,60239,0.5543501973152161,0.9123214878777814,0.9034285540259477,19,,,
,,,,60239,,,,19,0.00508442148566246,0.998796280923128,0.9979495268138795
2.0000000000000004e-07,2e-05,2e-05,2e-05,60240,,,,,,,
,,,,63251,0.5560601353645325,0.911989372301561,0.9029245313730531,20,,,
,,,,63251,,,,20,0.004732746165245771,0.9989000498090652,0.9982313828735877
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,63252,,,,,,,
,,,,66263,0.5559926629066467,0.911989372301561,0.9029742734525753,21,,,
,,,,66263,,,,21,0.005084589589387178,0.998796280923128,0.9980233443756605
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,66264,,,,,,,
,,,,69275,0.5559433698654175,0.9121554300896713,0.9031429696231933,22,,,
,,,,69275,,,,22,0.004728720057755709,0.9988170347003155,0.997921196260894
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,69276,,,,,,,
,,,,72287,0.5560586452484131,0.9123214878777814,0.9033113733373123,23,,,
,,,,72287,,,,23,0.005247793160378933,0.9987755271459405,0.9979795440230437
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,72288,,,,,,,
,,,,75299,0.5562838912010193,0.9121554300896713,0.9031429696231933,24,,,
,,,,75299,,,,24,0.005045396741479635,0.9987132658143782,0.9977406186338611
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,75300,,,,,,,
,,,,78311,0.556307315826416,0.9123214878777814,0.9033113733373123,25,,,
,,,,78311,,,,25,0.005489950068295002,0.9985887431512536,0.9975651536833663
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,78312,,,,,,,
,,,,81323,0.5564815402030945,0.9123214878777814,0.903336562703691,26,,,
,,,,81323,,,,26,0.005627532955259085,0.9985887431512536,0.9975949337065059
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,81324,,,,,,,
,,,,84335,0.55644291639328,0.9121554300896713,0.9031429696231933,27,,,
,,,,84335,,,,27,0.005015686620026827,0.9987547733687531,0.997834491591755
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,84336,,,,,,,
,,,,87347,0.5564679503440857,0.9123214878777814,0.903336562703691,28,,,
,,,,87347,,,,28,0.004963971208781004,0.9987340195915657,0.9978898349975883
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,87348,,,,,,,
,,,,90359,0.5565155148506165,0.9121554300896713,0.9031429696231933,29,,,
,,,,90359,,,,29,0.0047585926949977875,0.9989415573634401,0.9981503443150461
