lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,lr-AdamW/pg4,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1
2.0000000000000003e-06,0.0002,0.0002,0.0002,33132,,,,,,,
,,,,36143,0.5007126331329346,0.9124875456658917,0.9022433914320119,11,,,
,,,,36143,,,,11,0.006135555449873209,0.9982774364934418,0.9970108762969464
2.0000000000000003e-06,0.0002,0.0002,0.0002,36144,,,,,,,
,,,,39155,0.5147813558578491,0.9128196612421122,0.9025881634613864,12,,,
,,,,39155,,,,12,0.004099791869521141,0.9990660800265648,0.9983400931350457
2.0000000000000003e-06,0.0002,0.0002,0.0002,39156,,,,,,,
,,,,42167,0.5252919793128967,0.9121554300896713,0.902181521590356,13,,,
,,,,42167,,,,13,0.0032752426341176033,0.9990868338037523,0.9984377347153371
2.0000000000000003e-06,0.0002,0.0002,0.0002,42168,,,,,,,
,,,,45179,0.5284067988395691,0.9113251411491199,0.9008407493146687,14,,,
,,,,45179,,,,14,0.0027528887148946524,0.9994604017931263,0.9991113430263355
2.0000000000000003e-06,0.0002,0.0002,0.0002,45180,,,,,,,
,,,,48191,0.5376813411712646,0.9124875456658917,0.9021685518832241,15,,,
,,,,48191,,,,15,0.002146259183064103,0.9995434169018761,0.9992387646297656
2.0000000000000004e-07,2e-05,2e-05,2e-05,48192,,,,,,,
,,,,51203,0.5369081497192383,0.912653603454002,0.9024946346382725,16,,,
,,,,51203,,,,16,0.0019061543280258775,0.9996471857878134,0.9993899048356959
2.0000000000000004e-07,2e-05,2e-05,2e-05,51204,,,,,,,
,,,,54215,0.5372137427330017,0.9121554300896713,0.9019556171040698,17,,,
,,,,54215,,,,17,0.002095125848427415,0.9995019093475013,0.9991293428102326
2.0000000000000004e-07,2e-05,2e-05,2e-05,54216,,,,,,,
,,,,57227,0.5364962220191956,0.9116572567253404,0.9011889636406295,18,,,
,,,,57227,,,,18,0.0018748394213616848,0.9996056782334385,0.9993462889610987
2.0000000000000004e-07,2e-05,2e-05,2e-05,57228,,,,,,,
,,,,60239,0.536750078201294,0.911989372301561,0.901719133100722,19,,,
,,,,60239,,,,19,0.002396749332547188,0.9994811555703138,0.9990960577047243
2.0000000000000004e-07,2e-05,2e-05,2e-05,60240,,,,,,,
,,,,63251,0.5367403626441956,0.9116572567253404,0.9010885279191667,20,,,
,,,,63251,,,,20,0.0018502410966902971,0.9996056782334385,0.9993435217908071
2.0000000000000004e-07,2e-05,2e-05,2e-05,63252,,,,,,,
,,,,66263,0.5370104312896729,0.9123214878777814,0.9016561494995923,21,,,
,,,,66263,,,,21,0.0019131246954202652,0.9995019093475013,0.9991536412007938
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,66264,,,,,,,
,,,,69275,0.5371673107147217,0.9121554300896713,0.9016187323320262,22,,,
,,,,69275,,,,22,0.0017757234163582325,0.9996471857878134,0.9993344296598489
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,69276,,,,,,,
,,,,72287,0.537326455116272,0.9121554300896713,0.9016187323320262,23,,,
,,,,72287,,,,23,0.0016568475402891636,0.9997302008965632,0.9995394638014594
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,72288,,,,,,,
,,,,75299,0.5373512506484985,0.9121554300896713,0.9016187323320262,24,,,
,,,,75299,,,,24,0.0015388235915452242,0.9998132160053129,0.9996954794979033
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,75300,,,,,,,
,,,,78311,0.5375303626060486,0.9123214878777814,0.9016561494995923,25,,,
,,,,78311,,,,25,0.0015922117745503783,0.9997717084509381,0.999640267862084
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,78312,,,,,,,
,,,,81323,0.5376891493797302,0.9123214878777814,0.9016561494995923,26,,,
,,,,81323,,,,26,0.0015169348334893584,0.9997717084509381,0.999600815919926
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,81324,,,,,,,
,,,,84335,0.5377742052078247,0.9123214878777814,0.9018724111316629,27,,,
,,,,84335,,,,27,0.00178622140083462,0.9996471857878134,0.9994184989287096
