lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,lr-AdamW/pg4,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1
,,,,48191,,,,15,0.00778961181640625,0.9979038685040678,0.9963899672068354
2.0000000000000004e-07,2e-05,2e-05,2e-05,48192,,,,,,,
,,,,51203,0.5486057996749878,0.9109930255728994,0.904043011946848,16,,,
,,,,51203,,,,16,0.007179741747677326,0.9980698987215674,0.9966177712068462
2.0000000000000004e-07,2e-05,2e-05,2e-05,51204,,,,,,,
,,,,54215,0.5500809550285339,0.9108269677847891,0.903633838807529,17,,,
,,,,54215,,,,17,0.007238914258778095,0.9980698987215674,0.9966367812275162
2.0000000000000004e-07,2e-05,2e-05,2e-05,54216,,,,,,,
,,,,57227,0.5517212152481079,0.9108269677847891,0.9038522557103691,18,,,
,,,,57227,,,,18,0.0072997696697711945,0.99796612983563,0.9966535950812883
2.0000000000000004e-07,2e-05,2e-05,2e-05,57228,,,,,,,
,,,,60239,0.5526240468025208,0.9109930255728994,0.9039888260852074,19,,,
,,,,60239,,,,19,0.0069795832969248295,0.9980906524987547,0.9966274782645355
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,60240,,,,,,,
,,,,63251,0.5529770255088806,0.9108269677847891,0.9038515344615782,20,,,
,,,,63251,,,,20,0.006477021612226963,0.9982981902706293,0.9971673400114371
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,63252,,,,,,,
,,,,66263,0.5531355738639832,0.9109930255728994,0.9040240602037581,21,,,
,,,,66263,,,,21,0.006594383157789707,0.9982774364934418,0.9970704363432238
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,66264,,,,,,,
,,,,69275,0.5534271001815796,0.9109930255728994,0.9040240602037581,22,,,
,,,,69275,,,,22,0.006579166743904352,0.9982151751618794,0.997032750119251
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,69276,,,,,,,
,,,,72287,0.5536127686500549,0.9108269677847891,0.9037830618536121,23,,,
,,,,72287,,,,23,0.006966020446270704,0.9981736676075046,0.9968479558517742
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,72288,,,,,,,
,,,,75299,0.5538420081138611,0.9106609099966788,0.9036117119399719,24,,,
,,,,75299,,,,24,0.007770934607833624,0.9978623609496928,0.9962300599026476
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,75300,,,,,,,
,,,,78311,0.5538877248764038,0.9108269677847891,0.9038527102901179,25,,,
,,,,78311,,,,25,0.0074163577519357204,0.9978623609496928,0.9964029553378706
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,78312,,,,,,,
,,,,81323,0.5538836121559143,0.9109930255728994,0.9040240602037581,26,,,
,,,,81323,,,,26,0.006859344430267811,0.9981114062759422,0.9967472572071602
