lr-AdamW/pg1,lr-AdamW/pg2,lr-AdamW/pg3,lr-AdamW/pg4,step,val_loss,val_acc,val_f1,epoch,train_loss,train_acc,train_f1
2.0000000000000004e-07,2e-05,2e-05,2e-05,57228,,,,,,,
,,,,60239,0.5589849352836609,0.9121554300896713,0.9022664334185396,19,,,
,,,,60239,,,,19,0.006802990101277828,0.9982981902706293,0.9970463751386871
2.0000000000000004e-07,2e-05,2e-05,2e-05,60240,,,,,,,
,,,,63251,0.5612531900405884,0.9113251411491199,0.901322431475203,20,,,
,,,,63251,,,,20,0.007017041556537151,0.998381205379379,0.9973120498406899
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,63252,,,,,,,
,,,,66263,0.5611131191253662,0.9113251411491199,0.9013621263314914,21,,,
,,,,66263,,,,21,0.0070394789800047874,0.9983604516021916,0.9972438105428307
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,66264,,,,,,,
,,,,69275,0.561112642288208,0.9113251411491199,0.9013813583641284,22,,,
,,,,69275,,,,22,0.007665381301194429,0.998194421384692,0.9968119035759744
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,69276,,,,,,,
,,,,72287,0.5612217783927917,0.9114911989372302,0.9015462375747473,23,,,
,,,,72287,,,,23,0.00746941240504384,0.9981114062759422,0.9968226033011015
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,72288,,,,,,,
,,,,75299,0.561312198638916,0.9113251411491199,0.9013960973755765,24,,,
,,,,75299,,,,24,0.007093512453138828,0.9981736676075046,0.9969474422122601
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,75300,,,,,,,
,,,,78311,0.5614326596260071,0.9109930255728994,0.9010527983985032,25,,,
,,,,78311,,,,25,0.007081187795847654,0.9981114062759422,0.9968218390350211
2.0000000000000007e-08,2.0000000000000003e-06,2.0000000000000003e-06,2.0000000000000003e-06,78312,,,,,,,
,,,,81323,0.561602771282196,0.9111590833610096,0.9012184141198283,26,,,
,,,,81323,,,,26,0.007155900355428457,0.9981736676075046,0.9969565519125535
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,81324,,,,,,,
,,,,84335,0.5615763664245605,0.9113251411491199,0.9013960973755765,27,,,
,,,,84335,,,,27,0.007113129366189241,0.9981529138303171,0.9968819261613547
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,84336,,,,,,,
,,,,87347,0.561541736125946,0.9116572567253404,0.9016683805645274,28,,,
,,,,87347,,,,28,0.0071219829842448235,0.9985057280425037,0.9974050531164923
2.000000000000001e-09,2.0000000000000004e-07,2.0000000000000004e-07,2.0000000000000004e-07,87348,,,,,,,
,,,,90359,0.561628520488739,0.9111590833610096,0.9012184141198283,29,,,
,,,,90359,,,,29,0.006772172637283802,0.998381205379379,0.997166329774664
